Fri May 26 15:34:37 2017,1495827277.794,0d22622a,39.400000000000006,78
Fri May 26 15:34:50 2017,1495827290.061,0d224bf4,39.2,75
Fri May 26 15:34:54 2017,1495827294.363,0d2262b9,40.2,76
